file name,distance,amp,peak,RMS
data_75cm_100Hz_10Amp_2.wav,75cm,10Amp,0.4132288098335266,0.09751969575881958
data_75cm_100Hz_10Amp_3.wav,75cm,10Amp,0.547834038734436,0.10075587034225464
data_75cm_100Hz_20Amp_1.wav,75cm,20Amp,0.5525445342063904,0.19950899481773376
data_75cm_100Hz_20Amp_2.wav,75cm,20Amp,0.5680065751075745,0.19994297623634338
data_75cm_100Hz_20Amp_3.wav,75cm,20Amp,0.5957748889923096,0.20109087228775024
data_75cm_100Hz_5Amp_1.wav,75cm,5Amp,0.2662457823753357,0.05316140502691269
data_75cm_100Hz_5Amp_2.wav,75cm,5Amp,0.2739114761352539,0.054732490330934525
data_75cm_100Hz_5Amp_3.wav,75cm,5Amp,0.3466159999370575,0.05224994942545891
data_90cm_100Hz_10Amp_1.wav,90cm,10Amp,0.2514265179634094,0.0835329070687294
data_90cm_100Hz_10Amp_2.wav,90cm,10Amp,0.21367980539798737,0.08202964067459106
data_90cm_100Hz_10Amp_3.wav,90cm,10Amp,0.2191627472639084,0.0814925953745842
data_90cm_100Hz_20Amp_1.wav,90cm,20Amp,0.3826872706413269,0.17104153335094452
data_90cm_100Hz_20Amp_2.wav,90cm,20Amp,0.43139714002609253,0.1708606630563736
data_90cm_100Hz_20Amp_3.wav,90cm,20Amp,0.4810953140258789,0.16592656075954437
data_90cm_100Hz_5Amp_1.wav,90cm,5Amp,0.22395974397659302,0.03803490474820137
data_90cm_100Hz_5Amp_2.wav,90cm,5Amp,0.28862908482551575,0.03935343772172928
data_90cm_100Hz_5Amp_3.wav,90cm,5Amp,0.1831836700439453,0.039639975875616074
noise_30cm_100Hz_10Amp_1.wav,30cm,10Amp,0.17789015173912048,0.05103413760662079
noise_30cm_100Hz_10Amp_2.wav,30cm,10Amp,0.1948230266571045,0.052613478153944016
noise_30cm_100Hz_10Amp_3.wav,30cm,10Amp,0.1686534881591797,0.05052879825234413
noise_30cm_100Hz_20Amp_1.wav,30cm,20Amp,0.20058931410312653,0.05765208974480629
noise_30cm_100Hz_20Amp_2.wav,30cm,20Amp,0.20343080163002014,0.055218953639268875
noise_30cm_100Hz_20Amp_3.wav,30cm,20Amp,0.1879921853542328,0.05614914745092392
noise_30cm_100Hz_5Amp_1.wav,30cm,5Amp,0.20620711147785187,0.04801195487380028
noise_30cm_100Hz_5Amp_2.wav,30cm,5Amp,0.17775073647499084,0.04797728732228279
noise_30cm_100Hz_5Amp_3.wav,30cm,5Amp,0.14743861556053162,0.04740298539400101
noise_45cm_100Hz_10Amp_1.wav,45cm,10Amp,0.14789888262748718,0.04135826602578163
noise_45cm_100Hz_10Amp_2.wav,45cm,10Amp,0.1380254179239273,0.04101724550127983
noise_45cm_100Hz_10Amp_3.wav,45cm,10Amp,0.16837801039218903,0.040692172944545746
noise_45cm_100Hz_20Amp_1.wav,45cm,20Amp,0.17448602616786957,0.045783497393131256
noise_45cm_100Hz_20Amp_2.wav,45cm,20Amp,0.18307510018348694,0.04595528915524483
noise_45cm_100Hz_20Amp_3.wav,45cm,20Amp,0.16691017150878906,0.04663986712694168
noise_45cm_100Hz_5Amp_1.wav,45cm,5Amp,0.14142602682113647,0.03919835761189461
noise_45cm_100Hz_5Amp_2.wav,45cm,5Amp,0.21267426013946533,0.04091022163629532
noise_45cm_100Hz_5Amp_3.wav,45cm,5Amp,0.1674860715866089,0.03926944360136986
noise_60cm_100Hz_10Amp_1.wav,60cm,10Amp,0.16843044757843018,0.04274679720401764
noise_60cm_100Hz_10Amp_2.wav,60cm,10Amp,0.15466299653053284,0.04322707653045654
noise_60cm_100Hz_10Amp_3.wav,60cm,10Amp,0.1622965931892395,0.04371552914381027
noise_60cm_100Hz_20Amp_1.wav,60cm,20Amp,0.1880834698677063,0.05313916131854057
noise_60cm_100Hz_20Amp_2.wav,60cm,20Amp,0.18099649250507355,0.054021209478378296
noise_60cm_100Hz_20Amp_3.wav,60cm,20Amp,0.19543074071407318,0.05513313040137291
noise_60cm_100Hz_5Amp_1.wav,60cm,5Amp,0.15681248903274536,0.04054662585258484
noise_60cm_100Hz_5Amp_2.wav,60cm,5Amp,0.1352028250694275,0.040091730654239655
noise_60cm_100Hz_5Amp_3.wav,60cm,5Amp,0.1490173190832138,0.03938585892319679
noise_75cm_100Hz_10Amp_1.wav,75cm,10Amp,0.15888139605522156,0.043777380138635635
noise_75cm_100Hz_10Amp_2.wav,75cm,10Amp,0.1591644287109375,0.04346790909767151
noise_75cm_100Hz_10Amp_3.wav,75cm,10Amp,0.17218917608261108,0.04538712278008461
noise_75cm_100Hz_20Amp_1.wav,75cm,20Amp,0.20216251909732819,0.05424250662326813
noise_75cm_100Hz_20Amp_2.wav,75cm,20Amp,0.1933131366968155,0.05598922446370125
noise_75cm_100Hz_20Amp_3.wav,75cm,20Amp,0.20030395686626434,0.05659637972712517
noise_75cm_100Hz_5Amp_1.wav,75cm,5Amp,0.1508471816778183,0.04135139659047127
noise_75cm_100Hz_5Amp_2.wav,75cm,5Amp,0.19072981178760529,0.0426805317401886
noise_75cm_100Hz_5Amp_3.wav,75cm,5Amp,0.13613095879554749,0.042457662522792816
noise_90cm_100Hz_10Amp_1.wav,90cm,10Amp,0.1745021492242813,0.04561111703515053
noise_90cm_100Hz_10Amp_2.wav,90cm,10Amp,0.18848632276058197,0.044879332184791565
noise_90cm_100Hz_10Amp_3.wav,90cm,10Amp,0.19839221239089966,0.044890277087688446
noise_90cm_100Hz_20Amp_1.wav,90cm,20Amp,0.1983078420162201,0.05478360131382942
noise_90cm_100Hz_20Amp_2.wav,90cm,20Amp,0.17362934350967407,0.05395779013633728
noise_90cm_100Hz_20Amp_3.wav,90cm,20Amp,0.19557860493659973,0.05458122491836548
noise_90cm_100Hz_5Amp_1.wav,90cm,5Amp,0.1560632884502411,0.042646974325180054
noise_90cm_100Hz_5Amp_2.wav,90cm,5Amp,0.14739379286766052,0.04362734407186508
noise_90cm_100Hz_5Amp_3.wav,90cm,5Amp,0.14993156492710114,0.042827218770980835
