file name,distance,amp,peak,RMS
noise_60cm_10Hz_5Amp_1.wav,60cm,5Amp,0.14462068676948547,0.04003660008311272
noise_60cm_10Hz_5Amp_2.wav,60cm,5Amp,0.1322639435529709,0.04062556475400925
noise_60cm_10Hz_5Amp_3.wav,60cm,5Amp,0.15359261631965637,0.039975252002477646
noise_75cm_10Hz_10Amp_1.wav,75cm,10Amp,0.147414892911911,0.041610103100538254
noise_75cm_10Hz_10Amp_2.wav,75cm,10Amp,0.16209179162979126,0.04323279485106468
noise_75cm_10Hz_10Amp_3.wav,75cm,10Amp,0.15579654276371002,0.043042153120040894
noise_75cm_10Hz_20Amp_1.wav,75cm,20Amp,0.1641717255115509,0.04221293702721596
noise_75cm_10Hz_20Amp_2.wav,75cm,20Amp,0.1617146134376526,0.04198721796274185
noise_75cm_10Hz_20Amp_3.wav,75cm,20Amp,0.1423209011554718,0.04199974611401558
noise_75cm_10Hz_5Amp_1.wav,75cm,5Amp,0.15639899671077728,0.04210658743977547
noise_75cm_10Hz_5Amp_2.wav,75cm,5Amp,0.16165277361869812,0.043313007801771164
noise_75cm_10Hz_5Amp_3.wav,75cm,5Amp,0.15560199320316315,0.04256453737616539
noise_90cm_10Hz_10Amp_1.wav,90cm,10Amp,0.13847854733467102,0.04099862277507782
noise_90cm_10Hz_10Amp_2.wav,90cm,10Amp,0.14837202429771423,0.04274653270840645
noise_90cm_10Hz_10Amp_3.wav,90cm,10Amp,0.13941781222820282,0.042914312332868576
noise_90cm_10Hz_20Amp_1.wav,90cm,20Amp,0.14421966671943665,0.04351505637168884
noise_90cm_10Hz_20Amp_2.wav,90cm,20Amp,0.1441149264574051,0.04269338771700859
noise_90cm_10Hz_20Amp_3.wav,90cm,20Amp,0.14861519634723663,0.041353490203619
noise_90cm_10Hz_5Amp_1.wav,90cm,5Amp,0.1452760398387909,0.04333719611167908
noise_90cm_10Hz_5Amp_2.wav,90cm,5Amp,0.1558169722557068,0.04243866726756096
noise_90cm_10Hz_5Amp_3.wav,90cm,5Amp,0.14811314642429352,0.04217255488038063
